scenario,year,dscr,ebitda,interest_expense,fixed_assets,debt_outstanding,total_equity,total_assets,ebitda_to_fixed_assets,ebitda_to_interest,net_debt_to_ebitda,debt_to_equity,debt_to_assets,is_ebitda_negative,profitability_rating,coverage_rating,dscr_rating,net_debt_leverage_rating,equity_leverage_rating,asset_leverage_rating
severe_drought,2051,0.996,201742200.95,32755022.0,473333333.33,655100440.02,0.0,655100440.02,30.795614,6.159123,3.147216,999.0,100.0,False,AAA,AA,CCC,AA,B,B
severe_drought,2052,0.986,201736178.88,25155469.32,355000000.0,503109386.39,0.0,503109386.39,40.097876,8.019575,2.393898,999.0,100.0,False,AAA,AA,CCC,AA,B,B
severe_drought,2053,0.975,201730156.85,17175939.0,236666666.67,343518780.08,0.0,343518780.08,58.724637,11.744927,1.602863,999.0,100.0,False,AAA,AA,CCC,AA,B,B
severe_drought,2054,0.963,201724134.84,8797432.17,118333333.33,175948643.46,0.0,175948643.46,114.64944,22.929888,0.772224,999.0,100.0,False,AAA,AAA,CCC,AAA,B,B
severe_drought,2055,0.0,201718112.87,0.0,0.0,0.0,0.0,0.0,0,999.0,-0.1,999.0,100,False,B,AAA,C,AAA,B,B
severe_drought,2056,0.0,201712090.92,0.0,0.0,0.0,0.0,0.0,0,999.0,-0.1,999.0,100,False,B,AAA,C,AAA,B,B
severe_drought,2057,0.0,201706069.01,0.0,0.0,0.0,0.0,0.0,0,999.0,-0.1,999.0,100,False,B,AAA,C,AAA,B,B
severe_drought,2058,0.0,201700047.12,0.0,0.0,0.0,0.0,0.0,0,999.0,-0.1,999.0,100,False,B,AAA,C,AAA,B,B
severe_drought,2059,0.0,201694025.27,0.0,0.0,0.0,0.0,0.0,0,999.0,-0.1,999.0,100,False,B,AAA,C,AAA,B,B
severe_drought,2060,0.0,201688003.44,0.0,0.0,0.0,0.0,0.0,0,999.0,-0.1,999.0,100,False,B,AAA,C,AAA,B,B
severe_drought,2061,0.0,201681981.65,0.0,0.0,0.0,0.0,0.0,0,999.0,-0.1,999.0,100,False,B,AAA,C,AAA,B,B
severe_drought,2062,0.0,201675959.88,0.0,0.0,0.0,0.0,0.0,0,999.0,-0.1,999.0,100,False,B,AAA,C,AAA,B,B
severe_drought,2063,0.0,201669938.15,0.0,0.0,0.0,0.0,0.0,0,999.0,-0.1,999.0,100,False,B,AAA,C,AAA,B,B
severe_drought,2064,0.0,201663916.44,0.0,0.0,0.0,0.0,0.0,0,999.0,-0.1,999.0,100,False,B,AAA,C,AAA,B,B
enhanced_11th_plan,2025,0.766,145285126.85,142000000.0,3550000000.0,2840000000.0,710000000.0,3550000000.0,4.092539,1.023135,19.447768,400.0,80.0,False,BBB,BB,CC,B,BB,BBB
enhanced_11th_plan,2026,0.676,128622683.41,139862696.22,3431666666.67,2797253924.37,634412742.29,3431666666.67,3.748111,0.919635,21.64775,440.920199,81.512985,False,BB,B,CC,CCC,B,BB
enhanced_11th_plan,2027,0.585,111960239.98,137618527.25,3313333333.33,2752370544.96,560962788.37,3313333333.33,3.379082,0.813555,24.483464,490.651181,83.069534,False,BB,B,CC,CCC,B,BB
enhanced_11th_plan,2028,0.495,95297796.54,135262149.83,3195000000.0,2705242996.58,489757003.42,3195000000.0,2.982717,0.704541,28.287257,552.364331,84.671142,False,BB,B,C,CCC,B,BB
enhanced_11th_plan,2029,0.448,86642476.95,132787953.54,3076666666.67,2655759070.78,420907595.88,3076666666.67,2.816115,0.652487,30.551929,630.96012,86.319363,False,BB,B,C,CCC,B,BB
enhanced_11th_plan,2030,0.353,69103062.81,130190047.43,2958333333.33,2603800948.7,354532384.64,2958333333.33,2.335878,0.530786,37.579964,734.43247,88.015807,False,BB,B,C,CCC,B,BB
enhanced_11th_plan,2031,0.308,60646014.86,127462246.03,2840000000.0,2549244920.5,290755079.5,2840000000.0,2.135423,0.475796,41.93483,876.767114,89.762145,False,BB,CCC,C,CCC,B,BB
enhanced_11th_plan,2032,0.277,55041028.17,124598054.54,2721666666.67,2491961090.9,229705575.77,2721666666.67,2.022328,0.441749,45.17461,1084.850066,91.560114,False,BB,CCC,C,CCC,B,B
enhanced_11th_plan,2033,0.247,49436041.47,121590653.49,2603333333.33,2431813069.82,171520263.52,2603333333.33,1.898952,0.406578,49.091096,1417.799285,93.411514,False,BB,CCC,C,CCC,B,B
enhanced_11th_plan,2034,0.217,43831054.78,118432882.38,2485000000.0,2368657647.68,116342352.32,2485000000.0,1.763825,0.370092,53.940626,2035.937559,95.318215,False,BB,CCC,C,CCC,B,B
enhanced_11th_plan,2035,0.186,38226068.09,115117222.72,2366666666.67,2302344454.43,64322212.23,2366666666.67,1.615186,0.332062,60.129696,3579.392522,97.28216,False,BB,CCC,C,CCC,B,B
enhanced_11th_plan,2036,0.156,32621081.39,111635780.08,2248333333.33,2232715601.53,15617731.8,2248333333.33,1.450901,0.29221,68.343948,14296.029855,99.305364,False,BB,CCC,C,CCC,B,B
enhanced_11th_plan,2037,0.122,26268763.14,107980265.3,2130000000.0,2159605305.98,0.0,2159605305.98,1.216369,0.243274,82.111914,999.0,100.0,False,BB,CCC,C,CCC,B,B
enhanced_11th_plan,2038,0.087,19916444.89,104141974.78,2011666666.67,2082839495.65,0.0,2082839495.65,0.956216,0.191243,104.47888,999.0,100.0,False,B,CCC,C,CCC,B,B
enhanced_11th_plan,2039,-0.161,-25838548.53,100111769.74,1893333333.33,2002235394.8,0.0,2002235394.8,-1.290485,-0.258097,999.0,999.0,100.0,True,CC,CC,D,CC,B,B
enhanced_11th_plan,2040,-0.419,-73500000.0,95880054.45,1775000000.0,1917601088.91,0.0,1917601088.91,-3.832914,-0.766583,999.0,999.0,100.0,True,CC,CC,D,CC,B,B
enhanced_combined,2025,0.766,145285126.85,142000000.0,3550000000.0,2840000000.0,710000000.0,3550000000.0,4.092539,1.023135,19.447768,400.0,80.0,False,BBB,BB,CC,B,BB,BBB
enhanced_combined,2026,0.676,128622683.41,139862696.22,3431666666.67,2797253924.37,634412742.29,3431666666.67,3.748111,0.919635,21.64775,440.920199,81.512985,False,BB,B,CC,CCC,B,BB
enhanced_combined,2027,0.585,111960239.98,137618527.25,3313333333.33,2752370544.96,560962788.37,3313333333.33,3.379082,0.813555,24.483464,490.651181,83.069534,False,BB,B,CC,CCC,B,BB
enhanced_combined,2028,0.495,95297796.54,135262149.83,3195000000.0,2705242996.58,489757003.42,3195000000.0,2.982717,0.704541,28.287257,552.364331,84.671142,False,BB,B,C,CCC,B,BB
enhanced_combined,2029,0.448,86642476.95,132787953.54,3076666666.67,2655759070.78,420907595.88,3076666666.67,2.816115,0.652487,30.551929,630.96012,86.319363,False,BB,B,C,CCC,B,BB
enhanced_combined,2030,0.353,69103062.81,130190047.43,2958333333.33,2603800948.7,354532384.64,2958333333.33,2.335878,0.530786,37.579964,734.43247,88.015807,False,BB,B,C,CCC,B,BB
enhanced_combined,2031,0.308,60646014.86,127462246.03,2840000000.0,2549244920.5,290755079.5,2840000000.0,2.135423,0.475796,41.93483,876.767114,89.762145,False,BB,CCC,C,CCC,B,BB
enhanced_combined,2032,0.277,55041028.17,124598054.54,2721666666.67,2491961090.9,229705575.77,2721666666.67,2.022328,0.441749,45.17461,1084.850066,91.560114,False,BB,CCC,C,CCC,B,B
enhanced_combined,2033,0.247,49436041.47,121590653.49,2603333333.33,2431813069.82,171520263.52,2603333333.33,1.898952,0.406578,49.091096,1417.799285,93.411514,False,BB,CCC,C,CCC,B,B
enhanced_combined,2034,0.217,43831054.78,118432882.38,2485000000.0,2368657647.68,116342352.32,2485000000.0,1.763825,0.370092,53.940626,2035.937559,95.318215,False,BB,CCC,C,CCC,B,B
enhanced_combined,2035,0.186,38226068.09,115117222.72,2366666666.67,2302344454.43,64322212.23,2366666666.67,1.615186,0.332062,60.129696,3579.392522,97.28216,False,BB,CCC,C,CCC,B,B
enhanced_combined,2036,0.156,32621081.39,111635780.08,2248333333.33,2232715601.53,15617731.8,2248333333.33,1.450901,0.29221,68.343948,14296.029855,99.305364,False,BB,CCC,C,CCC,B,B
enhanced_combined,2037,0.122,26268763.14,107980265.3,2130000000.0,2159605305.98,0.0,2159605305.98,1.216369,0.243274,82.111914,999.0,100.0,False,BB,CCC,C,CCC,B,B
enhanced_combined,2038,0.087,19916444.89,104141974.78,2011666666.67,2082839495.65,0.0,2082839495.65,0.956216,0.191243,104.47888,999.0,100.0,False,B,CCC,C,CCC,B,B
enhanced_combined,2039,-0.161,-25838548.53,100111769.74,1893333333.33,2002235394.8,0.0,2002235394.8,-1.290485,-0.258097,999.0,999.0,100.0,True,CC,CC,D,CC,B,B
enhanced_combined,2040,-0.419,-73500000.0,95880054.45,1775000000.0,1917601088.91,0.0,1917601088.91,-3.832914,-0.766583,999.0,999.0,100.0,True,CC,CC,D,CC,B,B
